Name	SXXY_W_4S	AHHS_W_4S	HNSX_P_6S	SXYZ_P_7	AHSZ_W_4S	AHYX_P_5S	HBHM_W_6S	HBYX_W_21S	SXXY_W_6S	JSTS_W_48S	AHJZ_P_21S	HBHA_P_12S	HNSX_W_8S	JSJR_P_6S	SXYZ_P_15S	HBYX_W_14S	AHHS_W_3S	AHSZ_W_1S	HBLT_W_2S	HBYX_W_17S	AHSZ_W_2S	SXXY_W_1S	JSTS_W_49S	HNSX_P_7S	HBYX_P_5S	HBHA_P_2S	JSJH_P_8S	HNSX_P_3S	HNSX_W_10S	HNSX_P_20S	AHYX_P_18S	HBHM_W_9S	HBYX_P_4S	HBHA_P_3S	AHYX_P_7S	HBLT_W_1S	JSJH_P_2S	JSTS_W_44S	HBHA_P_9S	HNSX_W_18S	HBLT_W_5S	AHSZ_W_3S	JSJR_P_14S	AHHS_W_2S	AHJZ_P_13S	HBLT_W_4S	SXYZ_P_13S	JSJH_P_5S	HBHM_W_1S	JSJR_P_3S	SXYZ_P_7S	HBLT_W_3S	SXXY_W_3S	AHSZ_W_5S	JSTS_W_47S	HNSX_W_20S	HBHA_P_4S	SXXY_W_2S	JSJH_P_3S	AHHS_W_1S	HBYX_P_2S	HNSX_W_15S	HNSX_P_16S	AHYX_P_9S	JSJR_P_5S	AHJZ_P_17S	HBYX_P_1S	JSTS_W_45S	HBYX_P_3S	HBHM_W_14S	JSJH_P_4S
g__norank_c__Chitinivibrionia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Fibrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_f__Fibrobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__possible_genus_04	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Fusobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Leptotrichia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pseudoleptotrichia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_c__AKAU4049	0	0	0	13	0	0	0	0	5	0	0	0	0	0	8	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	24	0	5	0	0	0	0	0	0	0	7	0	0	0	0	0	11	0	12	0	0
g__norank_c__BD2-11_terrestrial_group	0	0	0	0	0	0	0	3	0	0	1	0	0	0	6	0	0	0	0	6	0	2	1	0	6	0	0	0	0	0	3	0	4	0	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	10	0	2	0	0	0	0	0	0	0	4	0	0	1	2	0	7	0	3	0	0
g__Gemmatimonas	13	24	82	0	20	50	82	17	6	105	34	33	50	124	0	16	50	9	18	18	11	20	104	21	10	67	0	111	9	35	67	18	6	47	88	40	19	109	52	37	29	22	44	13	64	75	10	36	0	109	9	38	0	0	44	0	37	0	27	24	0	62	26	59	176	41	5	81	2	10	17
g__Roseisolibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_f__Gemmatimonadaceae	46	35	116	17	3	102	53	40	54	32	135	43	7	249	120	84	41	0	36	73	2	57	67	78	123	91	51	261	20	97	74	7	159	66	112	5	53	19	72	30	23	5	248	5	228	11	102	71	0	278	218	4	97	0	20	4	56	91	32	3	95	42	68	74	331	157	122	59	207	6	44
g__unclassified_f__Gemmatimonadaceae	1	5	0	4	4	3	0	0	9	0	0	0	0	0	0	0	12	12	1	0	0	8	0	0	0	0	0	0	0	0	0	0	12	0	5	0	0	0	0	0	0	0	0	7	4	4	1	0	0	0	26	8	5	0	6	26	0	0	0	7	11	12	0	0	0	0	6	0	10	0	0
g__Longimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
g__YC-ZSS-LKJ147	0	0	7	0	0	0	0	0	0	0	2	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	27	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_f__Longimicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__unclassified_f__Longimicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_c__PAUC43f_marine_benthic_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_c__S0134_terrestrial_group	0	0	0	0	0	0	0	0	3	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
g__Ignavibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_f__PHOS-HE36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_f__Latescibacteraceae	0	0	2	0	0	0	0	6	5	0	0	0	0	3	6	0	0	0	0	2	0	19	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	7	0	0	0	6	0	0	4	5	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	3	0	4	0	0
g__norank_p__Latescibacterota	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	3	0	0	0	0	0	5	0	0	11	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	8	0	2	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0
g__norank_p__MBNT15	3	3	0	0	0	0	0	13	0	0	0	0	0	6	2	3	0	1	0	17	0	6	8	0	0	0	0	0	11	0	7	0	0	5	14	0	0	3	0	3	0	4	4	0	8	0	0	0	0	0	0	0	9	0	0	0	0	11	0	0	0	3	0	0	0	0	0	5	0	7	0
g__norank_f__27F-1492R	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Anaeromyxobacter	6	3	0	0	1	24	19	0	0	3	96	18	0	8	0	0	3	0	16	0	3	5	0	1	0	28	15	2	6	0	13	34	0	11	13	19	8	12	17	0	13	31	0	0	40	0	0	16	14	20	0	14	0	8	0	0	2	0	25	0	0	4	0	19	5	91	1	6	0	5	3
g__Archangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Cystobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0
g__KD3-10	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	9	0	0	0	6	0	1	3	0	0	0	4	0	0	0	0	0	0	0	0	3	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
g__Melittangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Myxococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__P3OB-42	0	3	2	7	0	7	5	0	0	5	0	0	2	0	0	0	5	1	0	5	0	0	0	0	0	0	0	4	0	0	8	0	0	0	9	1	5	4	3	0	0	5	2	5	0	0	0	0	0	0	1	5	0	0	0	13	0	0	6	12	0	4	0	10	0	0	0	0	0	0	8
g__norank_f__Myxococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	6	2	2	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	11	0	0	0	0	0	0	0	0	0	9	0	10	0	0	0	0	0
g__unclassified_f__Myxococcaceae	2	8	37	0	8	30	78	46	7	17	14	25	25	74	12	38	6	18	25	45	13	18	26	16	17	21	48	26	25	9	57	107	18	19	27	34	22	32	25	13	34	18	67	0	34	26	14	27	125	73	10	26	13	0	43	0	22	5	36	0	28	35	9	43	110	0	15	33	2	74	26
g__Vulgatibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	5	0	0	0	0
g__unclassified_o__Myxococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0
g__norank_o__Blfdi19	3	2	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	2	3	2	0	6	3	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	2	0	0	0	0	1	1	0	0	0	0	7	0	0	0	0	0
g__norank_o__FFCH16767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Haliangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_f__Haliangiaceae	8	47	10	15	15	77	56	24	21	26	17	38	18	62	6	25	27	37	58	22	23	24	57	6	5	48	50	33	24	26	56	50	12	39	59	70	28	70	44	37	68	34	31	5	56	81	10	60	21	33	12	85	22	39	49	40	26	6	27	67	4	53	5	94	26	40	5	45	0	14	60
g__unclassified_f__Haliangiaceae	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Nannocystis	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
g__Pseudenhygromyxa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_f__Nannocystaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_f__Amb-16S-1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_f__BIrii41	0	9	0	0	2	14	0	13	2	9	5	6	0	5	0	7	10	0	5	7	5	6	11	0	0	4	0	0	0	0	8	0	3	4	15	24	0	15	4	1	9	0	9	3	4	9	0	0	0	0	4	14	0	0	10	0	0	0	2	14	0	6	0	21	8	0	0	15	0	0	8
g__norank_f__Eel-36e1D6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Phaselicystis	8	8	0	19	0	14	0	16	0	8	6	8	0	12	0	0	3	0	0	0	0	8	19	0	0	0	7	0	10	0	17	0	0	4	0	0	9	0	8	4	16	0	14	0	0	16	0	11	0	8	0	0	0	0	0	0	11	0	0	0	0	11	0	1	0	10	0	4	0	0	0
g__Aetherobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Minicystis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pajaroellobacter	0	32	0	5	76	27	7	10	10	14	19	19	8	17	1	4	14	42	21	7	28	6	18	4	0	0	9	0	0	10	16	24	0	0	12	12	0	13	0	14	9	23	17	9	10	15	0	5	4	8	0	33	8	28	11	16	0	8	12	11	0	35	0	0	24	13	0	12	4	12	10
g__Polyangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Sorangium	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	22	0	0	3	0	0	0	12
g__norank_f__Polyangiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	25	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
g__unclassified_f__Polyangiaceae	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	14	0	0	0	0	0	21	0	0	0	0	0	0	0	14	0	0	8	0	0	4	0	0	0	9	0	0	0	0	0	0	0	19	0	0	0	0	12	0	0	0	0	5	0	14	0	0	0	6	0	0	0
g__Sandaracinus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g__norank_f__Sandaracinaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	6	0	0	2	0	7	0	0	0	0	3	0	0	0	0	0	0	3	0	0	5	0	0	0	2	0	0
g__unclassified_f__Sandaracinaceae	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__unclassified_o__Polyangiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_o__VHS-B3-70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_o__mle1-27	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	4	0	0	5	0	0	3	5	0	3	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0
g__unclassified_c__Polyangiia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_c__bacteriap25	116	0	9	30	0	17	0	76	49	24	3	0	0	94	69	59	0	0	1	96	0	89	33	14	34	0	23	47	2	12	0	0	104	9	0	0	6	13	9	3	13	0	134	0	22	0	61	8	0	66	101	0	99	0	5	0	2	109	2	0	51	6	8	1	54	6	48	24	70	10	5
g__norank_p__NB1-j	181	0	5	0	0	2	0	54	81	0	0	0	0	18	25	41	0	0	0	82	0	179	2	1	20	0	0	8	1	0	0	1	40	0	5	0	0	6	0	0	0	0	23	0	0	0	24	0	0	1	61	0	55	0	0	0	0	62	0	0	25	0	0	2	10	0	22	7	31	6	0
g__norank_c__4-29-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Leptospirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Nitrospira	0	0	31	0	0	82	0	0	1	0	81	34	0	71	35	0	0	0	4	0	0	7	6	10	58	20	0	25	0	9	41	0	68	26	28	0	2	4	35	0	0	0	80	0	77	0	32	0	0	49	110	0	11	0	0	0	19	0	0	0	53	1	9	34	29	66	49	0	64	0	0
g__norank_c__Thermodesulfovibrionia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_o__Candidatus_Abawacabacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_f__LWQ8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g__TM7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_f__YM_S32_TM7_50_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_o__Saccharimonadales	0	4	0	0	7	0	9	0	0	0	0	0	0	3	0	1	2	0	0	3	0	0	20	0	0	0	0	0	0	0	0	19	0	1	0	1	0	5	0	6	3	0	0	7	0	0	0	0	0	0	0	10	0	0	3	0	3	0	0	12	0	11	0	0	0	0	0	0	0	5	0
g__unclassified_o__Saccharimonadales	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__unclassified_p__Patescibacteria	0	0	0	0	0	0	0	0	0	1	0	7	2	0	0	0	0	1	3	0	6	0	0	0	2	0	0	0	3	0	0	10	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	9	0	0	0	0	11	0	0	0	0	0	0	0	10	0
g__norank_c__OM190	17	0	0	0	0	5	0	4	6	0	0	0	0	0	0	3	0	0	0	5	0	26	0	0	0	0	0	0	0	0	3	0	1	0	5	0	0	2	0	0	0	0	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	12	0	2	0	0
g__SM1A02	5	1	2	0	0	16	6	11	18	6	1	0	1	7	1	5	1	0	3	5	0	33	15	0	0	2	0	8	0	3	14	12	5	6	23	8	0	16	0	9	4	0	8	8	11	5	8	0	0	0	7	17	8	0	11	1	0	3	0	5	0	4	0	12	1	0	2	12	6	4	0
g__norank_o__mle1-8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_c__Pla4_lineage	0	0	0	0	4	12	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	4	0	0	0	4	0	0	4	6	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	6	6	0	0	0	0	0	0
g__unclassified_f__Pirellulaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
g__norank_f__Gimesiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__unclassified_p__Planctomycetota	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_c__vadinHA49	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	3	0	0	0	0	2	6	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	2	0	7	0	3	0	0	4	0	2	0	0	0	0	0	0	0
g__Acidicaldus	0	10	0	0	2	0	0	0	0	0	0	7	0	0	0	0	9	0	15	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	7	0	0	19	0	0	0	15	0	0	17	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Acidiphilium	0	0	0	0	0	0	19	0	0	11	9	0	13	0	0	0	0	6	0	0	13	0	0	0	0	0	0	0	0	0	0	35	0	4	0	0	0	0	0	0	6	0	0	0	0	18	0	0	9	0	0	7	0	0	7	0	0	0	11	8	0	4	0	0	0	7	0	0	0	0	10
