function	description	AHHS_W_1S	AHHS_W_2S	AHHS_W_3S	AHHS_W_4S	AHJZ_P_13S	AHJZ_P_17S	AHJZ_P_21S	AHSZ_W_1S	AHSZ_W_2S	AHSZ_W_3S	AHSZ_W_4S	AHSZ_W_5S	AHYX_P_18S	AHYX_P_5S	AHYX_P_7S	AHYX_P_9S	HBHA_P_12S	HBHA_P_2S	HBHA_P_3S	HBHA_P_4S	HBHA_P_9S	HBHM_W_14S	HBHM_W_1S	HBHM_W_6S	HBHM_W_9S	HBLT_W_1S	HBLT_W_2S	HBLT_W_3S	HBLT_W_4S	HBLT_W_5S	HBYX_P_1S	HBYX_P_2S	HBYX_P_3S	HBYX_P_4S	HBYX_P_5S	HBYX_W_14S	HBYX_W_17S	HBYX_W_21S	HNSX_P_16S	HNSX_P_20S	HNSX_P_3S	HNSX_P_6S	HNSX_P_7S	HNSX_W_10S	HNSX_W_15S	HNSX_W_18S	HNSX_W_20S	HNSX_W_8S	JSJH_P_2S	JSJH_P_3S	JSJH_P_4S	JSJH_P_5S	JSJH_P_8S	JSJR_P_14S	JSJR_P_3S	JSJR_P_5S	JSJR_P_6S	JSTS_W_44S	JSTS_W_45S	JSTS_W_47S	JSTS_W_48S	JSTS_W_49S	SXXY_W_1S	SXXY_W_2S	SXXY_W_3S	SXXY_W_4S	SXXY_W_6S	SXYZ_P_13S	SXYZ_P_15S	SXYZ_P_7S
3.2.1.136	Glucuronoarabinoxylan endo-1,4-beta-xylanase	0.0	24.0	48.0	17.0	35.11	35.0	69.5	0.0	5.0	8.0	0.0	3.0	90.0	57.0	32.0	64.83	0.0	29.0	24.25	10.0	0.0	0.0	0.0	90.0	0.0	12.0	28.0	7.0	11.0	3.0	122.33	127.67	98.09	160.9	94.75	12.0	25.0	2.5	53.0	16.0	21.58	0.22	19.0	0.0	0.0	10.0	0.0	0.0	0.0	12.0	4.0	0.0	6.0	4.0	63.5	117.5	82.5	14.0	30.5	7.0	7.0	0.0	65.42	44.08	29.0	25.5	32.0	67.88	114.01	24.770000000000003
3.2.1.139	Alpha-glucuronidase	100.0	109.6	260.5	342.6	490.83	376.5	546.6700000000001	352.0	224.5	369.5	214.0	351.0	416.5	288.5	216.83	389.83	282.33	331.0	285.08	296.17	396.83	199.5	402.5	101.5	223.83	334.86	277.25	238.5	201.0	268.5	289.47	337.14	317.21000000000004	385.8	305.82	274.0	172.5	387.5	132.5	133.0	257.58000000000004	114.22	105.0	293.0	187.0	216.36	185.79	186.5	256.5	331.5	414.5	402.0	391.5	223.5	468.0	457.5	444.5	265.0	258.5	266.0	377.14	290.0	430.06	151.57999999999998	296.29	337.0	240.0	229.98	467.87	297.58
3.2.1.14	Chitinase	2234.8	1724.6999999999998	2433.0	1852.27	4921.91	4016.3	4060.16	3067.8	1820.0	2540.33	2866.5	3187.25	3860.88	3839.34	2691.09	2844.34	4057.15	4395.8	3219.42	2936.62	3579.34	2101.67	5152.5	3429.0	3136.8500000000004	3073.85	2331.75	3372.5	2768.63	3167.83	2750.63	2623.31	2668.89	2595.02	3209.11	3447.43	2909.5	4866.67	2596.64	2545.99	4417.04	2625.17	2170.1	2033.0	3712.42	2845.38	1774.45	2820.36	4887.88	3175.26	3854.01	3778.63	3290.68	4184.1900000000005	5861.48	5723.06	4649.27	2515.8900000000003	2372.0	2640.24	3459.37	3353.11	2495.28	1968.99	2804.82	3584.49	3047.04	2091.2200000000003	1897.27	1892.9
3.2.1.141	4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase	4507.75	4851.84	4121.99	4151.24	2950.16	3403.67	3737.68	4915.8	4932.41	4882.74	5301.76	5076.42	2679.66	3040.1000000000004	2416.57	2610.41	4009.25	2832.45	3155.67	4104.43	3172.91	2906.92	5056.25	3929.17	3802.74	4389.67	3724.84	4310.17	4299.76	3971.0	911.25	621.75	863.84	648.4	803.9200000000001	2682.83	1704.17	2511.5	2791.16	7442.75	3527.75	3049.01	7221.33	4031.99	3839.48	3994.49	5411.74	4796.42	4785.84	4272.18	3888.01	3652.58	3184.5	1880.34	3192.55	2869.24	2580.11	3735.16	3552.24	4121.15	4160.83	3416.42	1152.91	1455.83	1466.24	1477.0	1250.2	562.9200000000001	399.76	681.3699999999999
3.2.1.15	Endo-polygalacturonase	470.5	657.17	374.66	507.25000000000006	284.16	483.33	488.0100000000001	524.1999999999999	478.58	604.8299999999999	348.42	338.42	321.83000000000004	338.09000000000003	342.5	364.5	518.42	284.25	232.17	486.59	270.09000000000003	361.25	114.42	357.84	711.24	655.34	387.0	349.75	460.63	486.0	8.75	68.75	11.5	4.0	8.25	223.0	243.25	260.5	414.16	794.9200000000001	437.75	427.0	618.0000000000001	546.66	721.41	617.16	922.83	1169.59	539.5	815.0	631.1700000000001	497.58	397.0	87.5	347.17	282.66	346.75	442.17	435.5	498.32	580.8299999999999	361.75	34.75	63.0	97.75	54.5	52.5	7.25	11.25	25.0
3.2.1.156	Oligosaccharide reducing-end xylanase	24.0	25.6	73.5	36.6	95.0	0.0	109.5	0.0	2.0	16.0	5.0	3.0	107.0	16.0	12.0	2.33	0.0	29.0	36.25	0.0	0.0	0.0	0.0	0.0	0.0	110.86	68.0	30.0	63.0	51.0	417.33	525.25	382.17	483.9	488.75	12.0	53.0	27.0	55.0	0.0	24.33	0.22	0.0	3.0	66.0	29.86	8.29	40.0	3.0	0.0	0.0	0.0	0.0	15.0	13.0	17.0	6.0	32.0	67.0	33.0	11.14	0.0	300.42	194.33	230.0	119.5	124.0	170.63	719.34	417.44
3.2.1.164	Galactan endo-1,6-beta-galactosidase	27.0	38.0	13.5	17.0	118.33	159.67000000000002	123.34	7.0	0.0	0.0	0.0	0.0	211.5	320.5	129.32999999999998	93.83	99.83	99.0	81.5	67.67	107.16	16.0	44.0	19.0	16.0	4.33	18.0	0.0	23.0	38.5	74.33	104.0	109.17	38.5	135.17000000000002	19.0	35.0	30.0	106.83	58.0	116.5	14.67	65.33	4.5	35.83	29.83	30.0	4.17	211.5	99.0	98.0	110.33	80.0	90.0	220.83	220.83	153.32999999999998	30.0	12.33	3.0	4.0	0.0	20.0	37.0	92.5	152.0	42.83	23.17	5.67	14.0
3.2.1.165	Exo-1,4-beta-D-glucosaminidase	533.0	391.5	362.5	410.5	534.5	705.1700000000001	884.17	764.0	690.0	899.0	1210.0	1153.5	440.5	560.5	293.0	561.8299999999999	994.0	531.5	883.6700000000001	903.0	830.8299999999999	2387.0	363.0	675.5	849.5	428.33	429.5	500.0	611.0	629.5	40.33	8.0	50.17	8.5	82.17	517.0	246.0	428.0	231.83	314.0	502.0	441.17	487.33	1429.0	479.83	483.83	299.0	540.1700000000001	1026.0	882.0	1052.0	1409.83	1404.0	147.5	369.33	300.83	353.58	584.5	469.33	444.5	370.0	606.0	152.34	109.5	226.5	197.5	220.83	18.5	42.5	58.0
3.2.1.169	Protein O-GlcNAcase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.2.1.17	Lysozyme	2537.59	4179.44	3227.32	3237.15	1331.9	1558.72	1749.0700000000002	1336.8	1228.49	1917.16	1086.38	897.9200000000001	1316.9299999999998	1075.51	1217.5700000000002	1136.1899999999998	1516.67	717.0	939.5	1688.4699999999998	774.78	1114.83	224.33	654.75	1123.92	1282.91	1036.43	1016.5	1166.23	889.1800000000001	3240.81	4864.22	2906.71	3679.8	1915.07	692.0	395.42	322.66	1749.0	9796.6	2541.12	1804.75	9522.07	1171.8200000000002	1571.59	1264.63	2715.02	1865.83	2794.28	2045.47	1415.23	1340.2399999999998	1299.84	314.67	857.99	748.37	913.25	1087.16	1010.62	1382.5299999999995	1924.64	928.14	1812.97	1919.58	1636.45	1327.0	3202.37	4741.73	3534.53	2244.45
3.2.1.170	Mannosylglycerate hydrolase	116.0	35.0	73.5	105.0	159.17000000000002	96.17	87.17	21.0	12.0	4.0	21.0	6.0	257.5	149.5	141.5	247.91	40.0	147.0	102.67	62.0	106.83	43.0	0.0	36.0	90.33	113.33	112.0	73.0	195.0	170.5	250.16	230.17	205.92	392.0	225.92	149.0	98.0	104.0	134.82999999999998	66.0	203.08	86.67	113.33	52.5	125.83	103.83	33.0	65.17	169.5	69.0	78.0	67.33	93.0	119.0	75.83	35.83	47.33	96.0	55.33	64.0	41.0	100.0	174.42000000000002	57.08	157.5	93.5	158.82999999999998	167.16	336.84000000000003	209.33
3.2.1.172	Unsaturated rhamnogalacturonyl hydrolase	131.0	203.4	485.0	242.4	635.14	361.67	432.17	12.0	66.0	42.0	35.5	67.5	991.0	631.3299999999999	550.23	539.1600000000001	228.0	390.0	299.25	177.0	294.0	150.0	39.0	119.0	86.47	271.86	354.25	345.0	23.0	235.0	2480.58	2953.68	2314.87	3203.8	2891.46	374.5	420.17	362.83	359.5	145.0	370.91	157.1	194.34000000000003	226.0	247.25	172.19	152.29000000000002	246.33	421.0	273.33	284.0	351.33	422.0	181.17	221.5	320.5	188.17	98.67	273.21000000000004	175.38	271.81	131.47	1830.85	1063.07	1287.7	891.1700000000001	714.6700000000001	1429.9499999999998	3736.77	2444.46
3.2.1.176	Cellulose 1,4-beta-cellobiosidase (reducing end)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	54.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	21.0	26.0
3.2.1.177	Alpha-D-xyloside xylohydrolase	715.0	513.1	758.5	1104.6	1458.06	1564.17	1885.68	1071.5	887.0	1072.25	1406.54	904.25	1485.0	2363.0	1199.39	1495.41	2054.99	1614.5	1680.91	1932.76	1845.82	1052.0	1113.5	970.5	1024.4699999999998	950.24	1138.25	892.5	969.0	1134.0	531.3	592.89	652.6300000000001	604.3	904.99	730.5	724.0	943.0	492.33	680.26	1106.69	613.1400000000001	474.23	921.0	719.75	971.19	434.29	678.1700000000001	1536.21	1595.0700000000002	1830.33	1666.9	2415.28	906.0	1568.76	1470.54	1576.33	920.67	1002.87	991.38	970.31	1094.9699999999998	1045.56	523.3299999999999	899.6199999999999	1170.33	764.8299999999999	453.29	638.21	576.19
3.2.1.178	Beta-porphyranase	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.2.1.18	Exo-alpha-sialidase	1301.33	368.6	1019.0	1467.47	1758.17	1647.55	1968.94	2384.0	1924.0	2402.25	1907.62	1936.75	1318.58	2305.5	1314.37	1749.32	2508.49	1930.0	2077.81	2368.61	2586.75	1726.0	1880.0	1201.75	1724.91	1371.12	2268.5	1327.0	1409.0	1738.5	253.49	377.04	365.93	429.02	411.01	542.0	492.0	472.0	460.49	509.29	1193.83	477.81	588.7	1395.5	1123.6799999999998	1625.43	1018.6	539.51	2530.24	2663.94	3092.06	2937.58	3402.76	805.84	1147.01	886.62	1320.24	1525.67	1333.86	1319.71	940.56	1659.14	1009.35	376.25	740.0	879.0	548.49	416.82	385.52	404.28
3.2.1.180	Unsaturated chondroitin disaccharide hydrolase	425.0	283.6	739.0	668.6	878.32	716.1700000000001	826.34	510.0	453.0	532.0	325.75	418.25	852.0	636.3299999999999	760.8699999999999	787.25	679.8299999999999	706.5	675.3299999999999	753.6700000000001	761.8299999999999	431.0	334.5	370.0	502.14	568.51	803.75	444.0	326.0	500.0	1310.64	1534.13	1271.96	1710.04	1692.82	416.12	400.17	453.83	405.5	407.67	601.5	446.99	329.67	497.0	580.39	542.19	277.29	482.33	641.0	746.3299999999999	858.25	664.3299999999999	891.5	455.17	434.5	424.5	451.17	339.34000000000003	577.71	376.71	419.64	447.14	1568.06	801.1600000000001	994.12	685.1700000000001	735.6700000000001	1068.0	2115.54	1595.3
3.2.1.181	Galactan endo-beta-1,3-galactanase	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.2.1.183	UDP-N-acetylglucosamine 2-epimerase (hydrolyzing)	72.0	167.67000000000002	54.0	101.33	358.5	282.0	304.83	71.0	65.0	13.83	111.17	105.0	263.5	331.34000000000003	438.34	155.82999999999998	503.0	171.0	188.5	407.67	188.83	52.67	0.0	65.0	46.0	0.0	0.0	7.75	24.0	2.0	0.0	0.0	0.0	0.0	41.0	60.0	28.0	0.0	341.0	666.3299999999999	225.83	148.67	358.0	32.0	174.0	56.0	167.5	89.0	555.6700000000001	438.34	254.17	244.67	220.5	16.0	164.0	89.0	193.83	153.33	28.0	0.0	49.83	121.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
3.2.1.184	UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing)	52.0	50.0	94.0	67.0	85.0	129.0	166.0	29.0	49.0	77.0	47.0	91.0	80.0	0.0	37.0	0.0	0.0	0.0	37.0	13.0	11.0	12.0	8.0	35.0	3.0	96.55	69.0	114.0	76.0	19.0	61.0	0.0	57.0	54.0	233.0	9.5	0.0	0.0	7.0	74.0	2.0	11.0	11.0	11.0	27.0	106.0	360.0	40.0	19.0	31.0	60.0	16.0	112.0	0.0	0.0	17.0	4.0	32.0	46.0	48.0	46.0	15.0	56.0	0.0	35.0	0.0	34.0	133.0	123.0	107.0
3.2.1.187	(Ara-f)(3)-Hyp beta-L-arabinobiosidase	55.0	36.0	87.0	50.0	160.82999999999998	92.5	118.17	37.0	0.0	22.0	4.0	3.0	108.0	39.0	33.83	64.0	61.83	65.0	37.83	28.67	47.33	0.0	0.0	69.0	5.0	41.0	40.0	7.0	0.0	0.0	0.0	14.0	0.0	0.0	103.0	12.0	36.0	33.0	0.0	16.0	77.0	13.0	0.0	0.0	51.0	47.0	25.0	51.0	25.0	32.0	68.0	0.0	6.0	62.0	42.0	84.0	44.0	7.0	45.0	6.0	54.0	28.0	155.0	71.0	100.0	22.0	34.0	2.17	35.17	39.0
3.2.1.196	Limit dextrin alpha-1,6-maltotetraose-hydrolase	1434.5	941.5	725.0	1460.25	1236.84	1134.34	1292.34	1333.5	1307.25	1276.5	905.75	955.75	1676.5	1736.41	1470.16	1706.84	1293.75	1255.25	1239.5	1034.25	1322.25	3163.25	2387.75	1543.5	2169.25	2390.0	2117.5	2226.92	2000.0	2600.83	864.09	468.91	571.34	517.0	715.25	1418.0	1785.59	1448.16	1210.5	1641.09	1344.59	1571.66	1406.68	1883.5	1481.91	2402.16	2076.5	2104.91	1536.0	1601.66	1469.0	1872.41	1309.5	1433.34	1781.5	1532.5	1613.34	1428.5	2133.0	1449.0	1991.0	1924.75	702.25	1211.66	917.91	1072.84	869.84	398.91	382.09	451.0
3.2.1.197	Beta-1,2-mannosidase	210.0	69.0	157.0	210.0	233.0	413.0	616.0	405.0	432.0	431.0	735.0	270.0	143.0	274.0	112.0	289.0	730.0	305.0	583.0	704.0	597.0	317.0	152.0	231.0	171.0	208.0	236.0	190.0	225.0	217.0	4.0	0.0	0.0	5.0	0.0	17.0	22.0	14.0	6.0	61.0	73.0	91.0	24.0	316.0	82.0	77.0	55.0	155.0	331.0	489.0	525.0	510.0	805.0	9.0	79.0	62.0	148.0	222.0	130.0	195.0	154.0	250.0	32.0	0.0	33.0	11.0	6.0	6.0	0.0	0.0
3.2.1.199	Sulfoquinovosidase	51.0	38.0	52.0	86.0	93.68	66.0	18.0	68.0	42.0	48.0	45.0	58.0	77.0	77.0	99.57	121.0	84.0	99.0	38.0	43.0	31.0	0.0	54.0	76.0	46.0	84.55	75.0	132.0	132.0	89.0	75.0	54.0	45.0	88.0	49.0	8.0	52.0	24.0	28.5	53.0	51.75	5.0	24.0	26.0	94.57	102.0	74.0	36.0	74.0	39.0	104.0	112.0	65.0	37.0	70.0	47.0	99.0	100.0	77.0	29.0	28.0	69.0	19.0	15.25	14.0	81.0	21.0	101.0	140.0	27.0
3.2.1.20	Alpha-glucosidase	5906.66	6057.86	5834.16	6344.099999999999	6068.76	5897.68	6549.57	7895.0	6249.58	7483.91	8785.21	8195.67	6118.09	5579.59	4076.55	4852.719999999999	6777.06	6025.05	5669.9	6440.02	6059.04	4770.92	9650.92	5704.59	5792.53	5812.29	5388.25	6310.34	5805.15	5929.48	11473.100000000002	15482.87	10566.06	10871.88	7476.42	4193.94	2826.59	4914.84	4220.81	8401.2	6283.4	4663.84	9100.87	5346.16	5337.04	5921.65	6397.61	7175.6	8041.99	6834.379999999999	6741.59	6450.289999999999	6502.52	4126.02	6913.98	6207.9400000000005	5296.87	4713.52	4587.51	6130.530000000001	6172.82	5278.889999999999	5669.610000000001	5336.74	6118.53	6073.29	8779.41	12304.72	9489.26	6489.9400000000005
3.2.1.202	Endo-chitodextinase	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.2.1.21	Beta-glucosidase	13186.42	13455.23	12603.99	13641.36	12729.92	13934.02	15736.43	16031.4	13593.91	15466.32	17612.42	15548.17	11802.12	12494.76	8714.720000000001	10370.01	16118.22	12066.25	13370.47	16075.93	13307.52	14820.59	20279.75	12604.92	13243.8	14203.33	12804.34	13258.17	13414.53	13733.67	13020.95	15840.98	12502.11	14481.37	11181.47	9452.48	7278.6	9965.82	8123.809999999999	17785.64	13479.14	9672.74	17800.739999999998	12974.49	11518.8	12815.18	14133.09	15467.59	18845.15	15632.6	14766.82	15682.68	15544.04	9018.2	14409.82	13338.65	12063.82	10902.37	11608.09	13226.649999999998	14371.61	12264.97	8623.779999999999	8136.2	9619.45	9571.32	10574.59	11609.009999999998	12550.12	9349.31
3.2.1.22	Alpha-galactosidase	4336.5	4446.67	4377.16	5284.38	5023.99	5092.57	5516.13	2217.4	1937.83	2081.83	3401.33	1670.67	4507.59	5222.5	2997.91	3656.9	5180.15	3823.2	4529.49	4462.56	4644.24	2518.5	2527.17	2580.59	2003.21	2350.82	2281.0	2406.5	2131.03	2644.0	3529.98	3582.9300000000003	3425.81	3721.37	4265.9400000000005	3096.24	2064.84	3469.99	2944.14	10121.72	5046.35	3113.33	10290.94	2500.66	3027.6	2515.16	1720.55	2361.0200000000004	4601.26	4368.0	3972.88	3762.61	4662.86	2597.01	4306.73	3957.98	3028.27	2328.02	2591.32	1903.01	2970.74	2651.11	3357.53	2317.23	2975.9	2762.34	2515.52	3124.6	4326.89	3577.63
3.2.1.23	Beta-galactosidase	6057.09	8994.43	7513.139999999999	8252.76	6668.53	7157.95	7802.549999999999	4963.8	4525.15	5492.4	4321.05	3532.76	6736.29	7320.860000000001	4664.81	4853.2300000000005	7316.81	5602.4	5841.73	7315.72	6184.51	4012.0	3331.17	3160.6800000000003	3999.95	4484.85	4317.68	3671.67	3485.02	3919.84	6624.85	7302.240000000001	6635.700000000001	7154.11	7467.44	2996.57	2190.34	3062.66	5003.3	17212.809999999998	8048.110000000001	4563.320000000001	17472.010000000002	4278.639999999999	4510.02	3802.900000000001	6801.32	4626.360000000001	10082.04	7956.98	7020.95	6721.52	7396.700000000001	3480.6800000000003	6497.4400000000005	6103.26	5494.63	3929.52	3924.02	4349.53	5291.1	4053.08	4661.4	3187.96	4356.9	4139.95	3365.04	4893.46	8111.09	5855.31
3.2.1.24	Alpha-mannosidase	773.0	791.8	908.0	1251.24	1672.2599999999998	1925.9	1734.91	626.0	739.0	592.75	1071.79	567.0	2674.44	1427.83	1528.04	1461.25	1595.83	1507.4	1632.6699999999998	1519.47	1502.4299999999998	797.0	904.0	646.5	477.39	699.45	779.5	651.0	581.0	849.5	2777.81	2615.71	2603.02	2772.32	3557.76	897.62	638.6700000000001	719.8299999999999	981.99	745.4300000000001	1170.93	785.97	783.9000000000001	791.5	1066.56	709.86	270.4	719.8399999999999	1693.44	1366.79	1279.63	1437.73	1872.84	687.01	1276.41	1171.7	901.06	580.34	851.91	597.9300000000001	603.76	616.17	1744.77	1499.73	1805.33	904.17	1569.16	2082.99	3510.38	2678.04
3.2.1.25	Beta-mannosidase	2860.67	3660.97	2447.83	3513.57	2168.91	2303.12	2478.8	1182.0	1206.83	1265.58	1469.96	684.0	2571.71	2520.83	1707.38	1435.96	2229.33	1383.0	1611.66	2043.02	1681.71	1029.5	874.8299999999999	1364.08	1297.86	1201.07	1013.09	1051.5	1026.1	1084.34	983.64	551.17	753.73	691.92	1070.74	1534.12	888.01	1584.49	2574.5	6820.76	2974.95	2588.42	6644.42	1137.83	2028.62	1292.23	1582.61	1709.99	3569.84	2616.3500000000004	1654.19	1713.24	1134.9	1040.51	2289.04	2080.54	1489.9199999999998	1561.6699999999998	1352.37	1127.72	2154.4	1244.63	760.49	737.9	1020.28	1154.01	938.04	444.88	479.89	675.94
3.2.1.26	Beta-fructofuranosidase	358.0	286.67	478.5	442.33	1046.88	837.0100000000001	956.85	334.0	281.0	274.83	370.92	363.25	1571.44	1049.5	883.81	1002.16	908.49	766.0	568.66	739.6800000000001	797.6500000000001	461.67	435.0	251.0	287.42	278.01	441.5	304.0	241.0	369.5	4984.28	7302.2	4680.24	5864.610000000001	3393.95	551.0	367.34	193.66	723.8299999999999	844.67	736.8299999999999	501.38	520.34	396.5	663.75	439.07	244.87	458.83	1001.17	1075.0	938.17	700.6600000000001	789.5	427.34	930.83	804.8299999999999	643.5	257.33	406.96	211.13	418.25	333.42	2664.69	2295.82	2287.32	1865.78	3569.39	5991.95	5809.610000000001	3579.51
3.2.1.28	Alpha,alpha-trehalase	2261.09	4133.59	2726.48	2657.83	1497.32	1893.33	2014.52	1875.4	1646.82	2511.99	1982.51	1231.34	1125.82	1243.52	1142.07	1191.16	2165.84	1302.7	1352.01	2531.01	1345.84	1133.33	673.5	1410.84	1363.49	1603.67	1165.18	1264.0	1416.59	949.01	72.83	42.67	104.67	72.5	97.67	591.8299999999999	468.0	406.17	1471.4899999999998	6436.67	2424.17	1691.68	6119.49	1566.48	1967.72	1173.99	2479.73	2259.01	2972.84	2568.6800000000003	1913.01	1800.16	1648.5	299.0	1383.9699999999998	915.15	1227.36	1663.83	1538.99	1941.47	2025.33	1294.17	148.16	138.5	373.66	260.83000000000004	201.33	105.0	67.5	136.5
3.2.1.3	Glucan 1,4-alpha-glucosidase	562.0	543.0	469.0	662.22	541.71	744.22	939.56	895.0	762.0	937.75	1098.29	1496.0	548.44	454.0	288.33	517.44	1148.0	608.0	954.08	1128.8	919.11	2621.0	1218.0	734.0	1039.11	554.55	561.0	607.0	676.0	704.0	351.0	249.0	344.0	248.0	315.0	369.0	248.5	453.5	449.0	432.43	537.86	386.86	392.57	1318.0	440.68	516.44	630.8299999999999	500.0	1108.94	1059.46	1205.89	1408.91	1562.84	276.5	625.8199999999999	516.21	571.5	553.0	585.0	531.0	607.5	879.0	209.0	30.0	178.0	197.0	139.0	307.0	230.0	195.0
3.2.1.31	Beta-glucuronidase	505.0	294.6	291.5	232.32	567.5	694.72	808.23	480.0	1012.0	584.75	892.04	687.25	466.44	484.0	248.16	485.44	1226.83	736.0	1026.91	1236.47	873.44	588.0	1159.0	838.0	551.11	720.0	592.0	559.0	707.0	613.0	297.5	436.42	492.93	558.4	569.0	825.0	561.0	596.0	165.0	181.43	451.11	351.08	143.57	643.0	365.11	294.44	67.33	285.0	551.94	786.46	767.89	897.91	993.84	400.0	727.3199999999999	677.71	635.0	397.0	644.5	477.0	445.0	448.0	1038.0	683.75	790.0	454.5	490.0	327.87	701.71	573.99
3.2.1.35	Hyaluronoglucosaminidase	40.33	71.93	67.5	218.15	411.05000000000007	200.72	230.73	208.0	104.0	191.75	130.29	137.0	486.44	548.0	261.89	411.69	379.83	637.2	306.91	260.47	374.44	311.0	68.0	152.5	341.11	177.17000000000002	167.5	217.0	95.83	311.83	1342.64	1404.4299999999998	1137.29	1331.42	1268.07	717.3299999999999	528.0	898.1700000000001	379.0	246.43	513.19	320.03000000000003	445.57	349.5	190.11	326.44	89.33	182.0	313.94	224.46	261.06	458.91	245.84	538.1700000000001	902.87	747.96	532.45	323.67	241.83	364.33	625.4200000000001	547.6700000000001	676.64	260.0	585.79	920.17	719.0	693.27	1122.7	835.31
3.2.1.37	Xylan 1,4-beta-xylosidase	959.0	1237.7	1157.0	1822.92	1967.96	1633.5600000000002	2325.41	1116.0	928.0	1205.75	1294.79	611.5	2098.38	1901.83	997.32	1341.67	2020.49	1547.5	1676.24	1891.81	1750.4299999999998	1049.0	925.5	836.75	925.91	1149.74	1047.25	768.0	840.0	925.5	5006.79	7165.45	4671.57	6270.53	3896.88	1033.74	758.6700000000001	1092.66	1113.83	914.59	1352.2600000000002	857.0699999999999	1018.74	873.5	763.69	836.46	486.12	873.0	1451.44	1586.29	1611.9699999999998	1539.07	1936.84	1090.67	1910.4	1800.79	1487.25	910.35	947.04	831.72	1352.65	1000.63	3331.45	2669.06	2782.2	2380.61	3820.72	5837.96	6556.15	4244.88
3.2.1.4	Cellulase	9296.58	8521.89	9022.49	8897.47	10562.63	9443.29	9786.02	10313.8	9343.41	9442.24	10146.46	11230.17	9328.86	10212.26	7063.17	7254.76	10758.73	9278.85	9484.73	9939.45	9748.26	8986.92	15549.75	10964.17	10273.55	10799.03	9359.59	9838.25	9842.96	10344.67	3915.96	3579.1400000000003	4458.3	4180.0	4874.63	8033.33	6296.26	9133.66	5641.48	10839.54	10316.38	6721.01	11286.34	8489.99	9536.42	9414.89	7858.969999999999	8620.26	11481.04	10699.64	10420.95	10947.61	10090.2	7744.52	12213.32	11213.36	10163.17	9012.86	8948.380000000001	9535.77	9545.98	10626.5	5966.09	4637.48	5925.72	6623.5	5543.26	2788.03	2857.63	3776.2
